codigo_estacion,codigo_parada,nombre_parada,linea,direccion_parada,cp_parada,distrito_parada
5413,4077,YECORA-ARCAUTE,167,Calle de Yécora 43,28022,20
5961,5532,JARDIN DE LA DUQUESA-FORGES,N7,Calle del Jardín de la Duquesa 30,28032,19
3802,4837,AVDA. ENTREVIAS-ESTACION EL POZO,102,Avda de Entrevías 140,28053,13
3802,4837,AVDA. ENTREVIAS-ESTACION EL POZO,103,Avda de Entrevías 140,28053,13
3802,4837,AVDA. ENTREVIAS-ESTACION EL POZO,310,Avda de Entrevías 140,28053,13
3802,4837,AVDA. ENTREVIAS-ESTACION EL POZO,T31,Avda de Entrevías 140,28053,13
3996,4645,AVDA.ENTREVIAS-ESTEBAN CARROS,103,Avda de Entrevías 138,28053,13
3996,4645,AVDA.ENTREVIAS-ESTEBAN CARROS,N11,Avda de Entrevías 138,28053,13
3997,4644,AVDA.ENTREVIAS-ESTEBAN CARROS,N11,Avda de Entrevías 138,28053,13
3911,5078,ANTONIO LEYVA-JACINTO VERDAGUER,116,Calle de Antonio de Leyva 13,28019,11
3810,4844,PADRE LLANOS-ESTEBAN CARROS,102,Calle del Padre Llanos 22,28053,13
1379,293,ALBERTO ALCOCER-PADRE DAMIAN,11,Calle de Alberto Alcocer 12,28036,5
1379,293,ALBERTO ALCOCER-PADRE DAMIAN,40,Calle de Alberto Alcocer 12,28036,5
5663,3628,MONAST. ESCORIAL-MONAST.MONTESCLAROS,134,Avda de Monasterio de El Escorial 35,28049,8
5663,3628,MONAST. ESCORIAL-MONAST.MONTESCLAROS,170,Avda de Monasterio de El Escorial 35,28049,8
5663,3628,MONAST. ESCORIAL-MONAST.MONTESCLAROS,178,Avda de Monasterio de El Escorial 35,28049,8
5663,3628,MONAST. ESCORIAL-MONAST.MONTESCLAROS,N23,Avda de Monasterio de El Escorial 35,28049,8
5669,4599,MAR DE CRISTAL,87,Gta del Mar de Cristal 3,28033,16
5669,4599,MAR DE CRISTAL,120,Gta del Mar de Cristal 3,28033,16
5669,4599,MAR DE CRISTAL,172,Gta del Mar de Cristal 3,28033,16
5669,4599,MAR DE CRISTAL,172SF,Gta del Mar de Cristal 3,28033,16
5060,5411,ACC.EST.HORTALEZA-VIRGEN DEL CARMEN,172,Ctra a la Estación de Hortaleza 10,28033,16
5060,5411,ACC.EST.HORTALEZA-VIRGEN DEL CARMEN,172SF,Ctra a la Estación de Hortaleza 10,28033,16
5061,5413,ACC.EST.HORTALEZA-CHAVES NOGALES,172,Ctra a la Estación de Hortaleza SN,28033,16
5061,5413,ACC.EST.HORTALEZA-CHAVES NOGALES,172SF,Ctra a la Estación de Hortaleza SN,28033,16
5062,5415,ACC.EST.HORTALEZA-ROQUETAS DE MAR,172,Ctra a la Estación de Hortaleza SN,28033,16
5062,5415,ACC.EST.HORTALEZA-ROQUETAS DE MAR,172SF,Ctra a la Estación de Hortaleza SN,28033,16
5063,5417,NICETO ALCALA ZAMORA-PINTOR ANTONIO SAURA,172,Avda de Niceto Alcalá Zamora 4,28050,16
5063,5417,NICETO ALCALA ZAMORA-PINTOR ANTONIO SAURA,172SF,Avda de Niceto Alcalá Zamora 4,28050,16
5065,5398,FCO.PI Y MARGALL-PRINCIPE CARLOS,170,Avda de Francisco Pi y Margall 49,28050,16
5065,5398,FCO.PI Y MARGALL-PRINCIPE CARLOS,N1,Avda de Francisco Pi y Margall 49,28050,16
5067,5419,PRINCIPE CARLOS-ALCALDE CONDE DE MAYALDE,172,Calle del Príncipe Carlos 14,28050,16
5067,5419,PRINCIPE CARLOS-ALCALDE CONDE DE MAYALDE,172SF,Calle del Príncipe Carlos 14,28050,16
5068,5421,PRINCIPE CARLOS-AMERICO CASTRO,172,Calle del Príncipe Carlos 52,28050,16
5068,5421,PRINCIPE CARLOS-AMERICO CASTRO,172SF,Calle del Príncipe Carlos 52,28050,16
5071,5426,ANA DE AUSTRIA-AV.NICETO ALCALA ZAMORA,172,Calle de Ana de Austria 51,28050,16
5071,5426,ANA DE AUSTRIA-AV.NICETO ALCALA ZAMORA,173,Calle de Ana de Austria 51,28050,16
5071,5426,ANA DE AUSTRIA-AV.NICETO ALCALA ZAMORA,172SF,Calle de Ana de Austria 51,28050,16
5071,5426,ANA DE AUSTRIA-AV.NICETO ALCALA ZAMORA,BR1,Calle de Ana de Austria 51,28050,16
5073,5427,PRINCIPE CARLOS-VICENTE BLASCO IBAÑEZ,172,Calle del Príncipe Carlos 21,28050,16
5073,5427,PRINCIPE CARLOS-VICENTE BLASCO IBAÑEZ,172SF,Calle del Príncipe Carlos 21,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,170,Avda de Francisco Pi y Margall 49,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,172,Avda de Francisco Pi y Margall 49,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,174,Avda de Francisco Pi y Margall 49,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,172SF,Avda de Francisco Pi y Margall 49,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,BR1,Avda de Francisco Pi y Margall 49,28050,16
5076,5397,FCO.PI Y MARGALL-PRINCIPE CARLOS,N1,Avda de Francisco Pi y Margall 49,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,170,Avda de Francisco Pi y Margall 7,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,172,Avda de Francisco Pi y Margall 7,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,174,Avda de Francisco Pi y Margall 7,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,172SF,Avda de Francisco Pi y Margall 7,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,BR1,Avda de Francisco Pi y Margall 7,28050,16
5077,5399,FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,N1,Avda de Francisco Pi y Margall 7,28050,16
5079,5416,"ACC.EST,HORTALEZA-ROQUETAS DE MAR",172,Ctra a la Estación de Hortaleza 11,28033,16
5079,5416,"ACC.EST,HORTALEZA-ROQUETAS DE MAR",172SF,Ctra a la Estación de Hortaleza 11,28033,16
5080,5414,ACC.EST.HORTALEZA-CHAVES NOGALES,172,Ctra a la Estación de Hortaleza SN,28033,16
5080,5414,ACC.EST.HORTALEZA-CHAVES NOGALES,172SF,Ctra a la Estación de Hortaleza SN,28033,16
5081,5412,ACC.EST.HORTALEZA-TRINQUETE,172,Ctra a la Estación de Hortaleza SN,28033,16
5081,5412,ACC.EST.HORTALEZA-TRINQUETE,172SF,Ctra a la Estación de Hortaleza SN,28033,16
5082,5395,FRANCISCO PI Y MARGALL-VICENTE BLASCO IBAÑEZ,174,Avda de Francisco Pi y Margall 75,28050,16
5084,5403,AV.ING.EMILIO HERRERA-PZA.ALCALDE MORENO TORRES,174,Avda del Alcalde Conde de Mayalde SN,28050,16
5084,5403,AV.ING.EMILIO HERRERA-PZA.ALCALDE MORENO TORRES,N1,Avda del Alcalde Conde de Mayalde SN,28050,16
2573,2988,TIMON-ALCAÑIZ,105,Calle del Timón 21,28042,21
5808,4071,CABEZA MESADA,103,Calle de Cabeza Mesada SN,28031,18
5809,4076,CABEZA MESADA-PUERTO PORZUNA,103,Calle de Cabeza Mesada 30,28031,18
5810,4075,CABEZA MESADA-VALDERREBOLLO,103,Calle de Cabeza Mesada SN,28031,18
1878,2620,CASTRILLO DE AZA,63,Calle de Castrillo de Aza 16,28031,18
1878,2620,CASTRILLO DE AZA,N9,Calle de Castrillo de Aza 16,28031,18
2985,3504,PZA.DEL ENCUENTRO,100,Plaza del Encuentro 5,28030,14
3006,3296,LA MASO-MORALZARZAL,133,Calle de La Maso 37,28034,8
3006,3296,LA MASO-MORALZARZAL,134,Calle de La Maso 37,28034,8
2881,1681,VILLAAMIL-SAN RESTITUTO,128,Calle de Villaamil SN,28039,9
2887,130,AV.SAN LUIS-CONDADO DE TREVIÑO,129,Avda de San Luis 166,28033,15
2887,130,AV.SAN LUIS-CONDADO DE TREVIÑO,150,Avda de San Luis 166,28033,15
2895,135,ARTURO SORIA Nº 315,29,Calle de Arturo Soria 315,28033,15
2895,135,ARTURO SORIA Nº 315,125,Calle de Arturo Soria 315,28033,15
2895,135,ARTURO SORIA Nº 315,129,Calle de Arturo Soria 315,28033,15
2895,135,ARTURO SORIA Nº 315,150,Calle de Arturo Soria 315,28033,15
3711,4560,VILLABLANCA-LAGO VAN,100,Calle de Villablanca 15,28032,19
3711,4560,VILLABLANCA-LAGO VAN,159,Calle de Villablanca 15,28032,19
3711,4560,VILLABLANCA-LAGO VAN,N6,Calle de Villablanca 15,28032,19
3586,1825,JOSE PRAT-INDALECIO PRIETO,130,Bulv de José Prat 26,28032,19
3592,3580,CHANTADA-CESAR MANRIQUE,42,Calle de Chantada 48,28035,8
3597,3550,MAR DE LAS ANTILLAS-ABARZUZA,9,Calle del Mar de las Antillas SN,28033,16
2795,2326,AV.PADRE PIQUER-CAMPAMENTO,121,Avda del Padre Piquer 3,28024,10
2890,136,ARTURO SORIA-CULTURA,29,Calle de Arturo Soria 324,28033,15
2890,136,ARTURO SORIA-CULTURA,125,Calle de Arturo Soria 324,28033,15
2890,136,ARTURO SORIA-CULTURA,129,Calle de Arturo Soria 324,28033,15
2890,136,ARTURO SORIA-CULTURA,150,Calle de Arturo Soria 324,28033,15
5169,496,AV. Cº SANTIAGO-ESTELLA,176,Avda del Camino de Santiago 7,28050,8
5176,315,GAINZA-AVDA.RAFAELA YBARRA,6,Calle de Gainza 331,28041,12
5505,3813,"PASEO IMPERIAL, 33",41,Paseo  Imperial 27,28005,2
5506,3815,PASEO IMPERIAL-RONDA DE SEGOVIA,41,Paseo  Imperial 2,28005,2
5638,3986,VIA LUSITANA-BRAGANZA,116,Calle  Vía Lusitana 12,28025,11
1478,2750,CLARA DEL REY-STA.HORTENSIA,72,Calle de Clara del Rey 51,28002,5
5640,3988,VIA LUSITANA-PZA.COIMBRA,116,Calle  Vía Lusitana SN,28025,11
5110,5436,CALLE DE MEJORANA,24,Calle de Mejorana 54,28053,13
5117,5482,TREN DE ARGANDA-CORDEL DE PAVONES,71,Calle del Tren de Arganda 9,28032,19
5122,5485,AVDA. DE LAS COMUNIDADES,71,Avda de las Comunidades SN,28032,19
5573,3641,DIEGO DE LEON-NUÑEZ DE BALBOA,61,Calle de Diego de León 25,28006,4
5202,1022,MONASTERIO SILOS-MONASTERIO LIEBANA,134,Avda de Monasterio de Silos 71,28049,8
5202,1022,MONASTERIO SILOS-MONASTERIO LIEBANA,170,Avda de Monasterio de Silos 71,28049,8
5202,1022,MONASTERIO SILOS-MONASTERIO LIEBANA,178,Avda de Monasterio de Silos 71,28049,8
5202,1022,MONASTERIO SILOS-MONASTERIO LIEBANA,N23,Avda de Monasterio de Silos 71,28049,8
5212,5378,AV.ANDALUCIA-GTA.MALAGA,18,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,22,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,59,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,76,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,79,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,81,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,85,Avda de Córdoba 49,28041,12
5212,5378,AV.ANDALUCIA-GTA.MALAGA,86,Avda de Córdoba 49,28041,12
2400,1284,AV.AMERICA-ARTURO SORIA,115,Avda de América 5300,28027,15
2400,1284,AV.AMERICA-ARTURO SORIA,200,Avda de América 5300,28027,15
2400,1284,AV.AMERICA-ARTURO SORIA,N4,Avda de América 5300,28027,15
2410,1285,AV.AMERICA-ARTURO SORIA,115,Calle de Calidón 3,28043,15
2410,1285,AV.AMERICA-ARTURO SORIA,200,Calle de Calidón 3,28043,15
742,589,NTRA.SRA.FATIMA-FONTIVEROS,17,Avda de Nuestra Señora de Fátima 31,28025,11
742,589,NTRA.SRA.FATIMA-FONTIVEROS,35,Avda de Nuestra Señora de Fátima 31,28025,11
742,589,NTRA.SRA.FATIMA-FONTIVEROS,N17,Avda de Nuestra Señora de Fátima 31,28025,11
742,589,NTRA.SRA.FATIMA-FONTIVEROS,N26,Avda de Nuestra Señora de Fátima 31,28025,11
751,553,Pº PONTONES-Pº MELANCOLICOS,17,Paseo de Pontones SN,28005,2
751,553,Pº PONTONES-Pº MELANCOLICOS,36,Paseo de Pontones SN,28005,2
751,553,Pº PONTONES-Pº MELANCOLICOS,62,Paseo de Pontones SN,28005,2
751,553,Pº PONTONES-Pº MELANCOLICOS,N16,Paseo de Pontones SN,28005,2
762,1120,Pº CHOPERA-Pº STA.Mª DE LA CABEZA,18,Paseo de la Chopera 2,28045,2
762,1120,Pº CHOPERA-Pº STA.Mª DE LA CABEZA,62,Paseo de la Chopera 2,28045,2
762,1120,Pº CHOPERA-Pº STA.Mª DE LA CABEZA,N12,Paseo de la Chopera 2,28045,2
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,18,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,22,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,59,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,79,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,85,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,86,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,N13,Avda de Andalucía 32,28041,12
769,1137,AV.ANDALUCIA-AV.LOS ROSALES,N14,Avda de Andalucía 32,28041,12
653,2168,SAINZ DE BARANDA-R.T.V.E.,15,Calle del Alcalde Sáinz de Baranda 92,28007,4
653,2168,SAINZ DE BARANDA-R.T.V.E.,28,Calle del Alcalde Sáinz de Baranda 92,28007,4
653,2168,SAINZ DE BARANDA-R.T.V.E.,71,Calle del Alcalde Sáinz de Baranda 92,28007,4
653,2168,SAINZ DE BARANDA-R.T.V.E.,N6,Calle del Alcalde Sáinz de Baranda 92,28007,4
1125,1256,DR.ESQUERDO-IBIZA,2,Calle del Doctor Esquerdo 48,28009,3
1125,1256,DR.ESQUERDO-IBIZA,30,Calle del Doctor Esquerdo 48,28009,3
1125,1256,DR.ESQUERDO-IBIZA,56,Calle del Doctor Esquerdo 48,28009,3
1125,1256,DR.ESQUERDO-IBIZA,143,Calle del Doctor Esquerdo 48,28009,3
1125,1256,DR.ESQUERDO-IBIZA,156,Calle del Doctor Esquerdo 48,28009,3
1132,1271,PICO ARTILLEROS-L.HOYOS SAINZ,30,Calle del Pico de los Artilleros 27,28030,14
1132,1271,PICO ARTILLEROS-L.HOYOS SAINZ,32,Calle del Pico de los Artilleros 27,28030,14
825,851,HACIENDA PAVONES Nº 15,20,Calle de la Hacienda de Pavones 19,28030,14
825,851,HACIENDA PAVONES Nº 15,30,Calle de la Hacienda de Pavones 19,28030,14
825,851,HACIENDA PAVONES Nº 15,100,Calle de la Hacienda de Pavones 19,28030,14
825,851,HACIENDA PAVONES Nº 15,N8,Calle de la Hacienda de Pavones 19,28030,14
832,823,LOS ASTROS-CRUZ DEL SUR,20,Calle de los Astros 7,28007,3
832,823,LOS ASTROS-CRUZ DEL SUR,30,Calle de los Astros 7,28007,3
832,823,LOS ASTROS-CRUZ DEL SUR,N8,Calle de los Astros 7,28007,3
838,1250,MQUES.DE PORTUGALETE,21,Calle del Marqués de Portugalete 14,28027,15
712,552,Pº PONTONES-Pº MELANCOLICOS,17,Paseo de Pontones 26,28005,2
712,552,Pº PONTONES-Pº MELANCOLICOS,36,Paseo de Pontones 26,28005,2
712,552,Pº PONTONES-Pº MELANCOLICOS,N16,Paseo de Pontones 26,28005,2
716,559,VIA CARPETANA-MOCHUELO,17,Calle  Vía Carpetana 202,28047,10
716,559,VIA CARPETANA-MOCHUELO,N16,Calle  Vía Carpetana 202,28047,10
1991,1634,A.RGUEZ.CASTELAO-R.DE CASTRO,67,Calle de Alfonso Rodríguez Castelao 15,28035,8
1991,1634,A.RGUEZ.CASTELAO-R.DE CASTRO,82,Calle de Alfonso Rodríguez Castelao 15,28035,8
200,1906,EDGAR NEVILLE-GRAL.PERON,5,Calle del General Moscardó 32,28020,6
200,1906,EDGAR NEVILLE-GRAL.PERON,149,Calle del General Moscardó 32,28020,6
2000,1618,FERMIN CABALLERO-PZA.CIEZA,67,Calle de Fermín Caballero 67,28034,8
2000,1618,FERMIN CABALLERO-PZA.CIEZA,127,Calle de Fermín Caballero 67,28034,8
2000,1618,FERMIN CABALLERO-PZA.CIEZA,133,Calle de Fermín Caballero 67,28034,8
2007,1611,PEDRO RICO-ARZOBISPO MORCILLO,67,Calle de Pedro Rico 52,28029,8
2788,3160,ERVIGIO-EL TOBOSO,119,Calle de Ervigio 7,28019,11
5179,40,SAN ROMUALDO-JULIAN CAMARILLO,105,Calle de San Romualdo 26,28037,20
5089,5408,"AVDA.MANOTERAS,22",174,Avda de Manoteras 28,28050,16
2909,3258,OÑA-SIETE AMIGOS,174,Calle de Oña 51,28050,16
2908,3256,OÑA-HOSPITAL,174,Calle de Oña 13,28050,16
5666,3819,VIA DE DUBLIN-GTA. SINTRA,112,Calle  Vía de Dublín SN,28042,21
5667,3820,VIA DE DUBLIN-GTA. SINTRA,112,Calle  Vía de Dublín SN,28042,21
6075,5657,"AV.MANOTERAS,32",174,Avda de Manoteras 32,28050,16
6075,5657,"AV.MANOTERAS,32",N1,Avda de Manoteras 32,28050,16
1639,4511,JOSE DEL HIERRO-MISTERIOS,48,Calle de José del Hierro 65,28027,15
1639,4511,JOSE DEL HIERRO-MISTERIOS,146,Calle de José del Hierro 65,28027,15
1620,771,JOSE DEL HIERRO-ARTURO SORIA,48,Calle de José del Hierro 64,28027,15
1620,771,JOSE DEL HIERRO-ARTURO SORIA,146,Calle de José del Hierro 64,28027,15
2036,2103,LOS LEONESES,310,Calle de los Leoneses 4,28018,13
2055,233,ARTURO SORIA-MARQUES PICO VELASCO,70,Calle de Arturo Soria 82,28027,15
2060,223,ARTURO SORIA-LUIS CARLOS VAZQUEZ,11,Calle de Arturo Soria 164,28043,15
2060,223,ARTURO SORIA-LUIS CARLOS VAZQUEZ,70,Calle de Arturo Soria 164,28043,15
2060,223,ARTURO SORIA-LUIS CARLOS VAZQUEZ,122,Calle de Arturo Soria 164,28043,15
2060,223,ARTURO SORIA-LUIS CARLOS VAZQUEZ,N3,Calle de Arturo Soria 164,28043,15
2066,2718,DR.GARCIA TAPIA-ARROYO MEDIA LEGUA,71,Avda del Doctor García Tapia 62,28030,14
2079,2723,Cº VINATEROS-MARROQUINA,71,Calle del Camino de los Vinateros 107,28030,14
2085,785,FCO.SILVELA-DIEGO DE LEON,72,Calle de Francisco Silvela 52,28028,4
2085,785,FCO.SILVELA-DIEGO DE LEON,73,Calle de Francisco Silvela 52,28028,4
2095,2748,MAR NEGRO-MAR DE LAS ANTILLAS,72,Calle del Mar Negro 22,28033,16
2104,2102,LAGO CALAFATE,310,Calle del Lago Calafate 15,28018,13
2127,2801,EDUARDO BARREIROS-AV.LOS ROSALES,76,Calle de Eduardo Barreiros 21,28041,12
2127,2801,EDUARDO BARREIROS-AV.LOS ROSALES,78,Calle de Eduardo Barreiros 21,28041,12
2143,2804,EDUARDO BARREIROS-CORTE DEL FARAÓN,76,Calle de Eduardo Barreiros 61,28041,17
215,32,Pº CASTELLANA-ROSARIO PINO,5,Paseo de la Castellana 167,28046,6
215,32,Pº CASTELLANA-ROSARIO PINO,27,Paseo de la Castellana 167,28046,6
215,32,Pº CASTELLANA-ROSARIO PINO,147,Paseo de la Castellana 167,28046,6
215,32,Pº CASTELLANA-ROSARIO PINO,N22,Paseo de la Castellana 167,28046,6
215,32,Pº CASTELLANA-ROSARIO PINO,N24,Paseo de la Castellana 167,28046,6
5421,2994,ESTACION CERCANIAS DE FUENCARRAL,T61,Lugar  Estación cercanías de fuencarral SN,28034,8
545,2122,CONDESA DE VENADITO-MADRE ANTONIA PARIS,11,Calle de la Condesa de Venadito SN,28027,15
5461,3807,JUAN BRAVO-CONDE PEÑALVER,26,Calle de Juan Bravo 61,28006,4
5461,3807,JUAN BRAVO-CONDE PEÑALVER,N3,Calle de Juan Bravo 61,28006,4
5466,3298,AVDA.BUENOS AIRES-SIERRA SALVADA,136,Calle de Sierra Salvada 1,28038,13
5468,3739,DIEGO DE LEÓN - GRAL. DIAZ PORLIER,61,Calle de Diego de León 61,28006,4
5476,3767,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,170,Avda del Camino de Santiago 50,28050,8
5476,3767,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172,Avda del Camino de Santiago 50,28050,8
5476,3767,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172SF,Avda del Camino de Santiago 50,28050,8
5476,3767,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,T61,Avda del Camino de Santiago 50,28050,8
5487,3870,Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,175,Paseo de San Millán de la Cogolla 11,28050,8
5487,3870,Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,N24,Paseo de San Millán de la Cogolla 11,28050,8
549,701,TORRELAGUNA-EMILIO VARGAS,53,Calle de Torrelaguna 64,28043,15
549,701,TORRELAGUNA-EMILIO VARGAS,122,Calle de Torrelaguna 64,28043,15
5490,3777,AV. CAMINO SANTIAGO-SIERRA ATAPUERCA,N24,Avda del Camino de Santiago 21,28050,8
5555,3834,AV.LAS AGUILAS Nº 60,17,Avda del General Fanjul 60,28044,10
557,2378,CORAZON DE MARIA-STA.HORTENSIA,43,Calle de Corazón de María 33,28002,5
563,695,AV.BADAJOZ-TANATORIO,53,Avda de Badajoz SN,28027,15
563,695,AV.BADAJOZ-TANATORIO,122,Avda de Badajoz SN,28027,15
563,695,AV.BADAJOZ-TANATORIO,N3,Avda de Badajoz SN,28027,15
565,2374,AV.GUINDALERA-AV.BAVIERA,43,Avda de Baviera 6,28028,4
565,2374,AV.GUINDALERA-AV.BAVIERA,74,Avda de Baviera 6,28028,4
565,2374,AV.GUINDALERA-AV.BAVIERA,122,Avda de Baviera 6,28028,4
572,779,SANCHO DAVILA-MQUES.DE ZAFRA,12,Calle de Sancho Dávila 36,28028,4
3709,4564,VILLABLANCA-SEPIOLITA,100,Calle de Villablanca 79,28032,19
3709,4564,VILLABLANCA-SEPIOLITA,106,Calle de Villablanca 79,28032,19
3709,4564,VILLABLANCA-SEPIOLITA,159,Calle de Villablanca 79,28032,19
3709,4564,VILLABLANCA-SEPIOLITA,N6,Calle de Villablanca 79,28032,19
3709,4564,VILLABLANCA-SEPIOLITA,N7,Calle de Villablanca 79,28032,19
3699,4568,FORGES-MINERVA,106,Calle de Forges 15,28032,19
159,1213,Pº ARTILLEROS-CALAHORRA,4,Paseo de los Artilleros 10,28032,19
159,1213,Pº ARTILLEROS-CALAHORRA,100,Paseo de los Artilleros 10,28032,19
159,1213,Pº ARTILLEROS-CALAHORRA,106,Paseo de los Artilleros 10,28032,19
161,1067,AV.DAROCA-Pº ARTILLEROS,4,Avda de Daroca 336,28032,19
161,1067,AV.DAROCA-Pº ARTILLEROS,100,Avda de Daroca 336,28032,19
161,1067,AV.DAROCA-Pº ARTILLEROS,106,Avda de Daroca 336,28032,19
161,1067,AV.DAROCA-Pº ARTILLEROS,130,Avda de Daroca 336,28032,19
162,4546,SAN CIPRIANO-Pº ARTILLEROS,4,Calle del Lago Sanabria 3,28032,19
162,4546,SAN CIPRIANO-Pº ARTILLEROS,106,Calle del Lago Sanabria 3,28032,19
162,4546,SAN CIPRIANO-Pº ARTILLEROS,E3,Calle del Lago Sanabria 3,28032,19
162,4546,SAN CIPRIANO-Pº ARTILLEROS,E5,Calle del Lago Sanabria 3,28032,19
162,4546,SAN CIPRIANO-Pº ARTILLEROS,N7,Calle del Lago Sanabria 3,28032,19
163,4552,SAN CIPRIANO-JARDIN DE LA DUQUESA,4,Calle de San Cipriano 44,28032,19
163,4552,SAN CIPRIANO-JARDIN DE LA DUQUESA,106,Calle de San Cipriano 44,28032,19
163,4552,SAN CIPRIANO-JARDIN DE LA DUQUESA,E3,Calle de San Cipriano 44,28032,19
163,4552,SAN CIPRIANO-JARDIN DE LA DUQUESA,E5,Calle de San Cipriano 44,28032,19
163,4552,SAN CIPRIANO-JARDIN DE LA DUQUESA,N7,Calle de San Cipriano 44,28032,19
165,1069,SAN CIPRIANO-JARDIN DE LA DUQUESA,4,Calle de San Cipriano 44,28032,19
165,1069,SAN CIPRIANO-JARDIN DE LA DUQUESA,106,Calle de San Cipriano 44,28032,19
165,1069,SAN CIPRIANO-JARDIN DE LA DUQUESA,E3,Calle de San Cipriano 44,28032,19
165,1069,SAN CIPRIANO-JARDIN DE LA DUQUESA,E5,Calle de San Cipriano 44,28032,19
165,1069,SAN CIPRIANO-JARDIN DE LA DUQUESA,N7,Calle de San Cipriano 44,28032,19
168,1076,CALAHORRA Nº 12,4,Calle de Calahorra 8,28032,19
168,1076,CALAHORRA Nº 12,106,Calle de Calahorra 8,28032,19
168,1076,CALAHORRA Nº 12,130,Calle de Calahorra 8,28032,19
168,1076,CALAHORRA Nº 12,N7,Calle de Calahorra 8,28032,19
169,1077,CALAHORRA-AV.DAROCA,130,Calle de Calahorra 112,28032,19
171,1215,CASALARREINA-Pº ARTILLEROS,4,Calle de Casalarreina 3,28032,19
172,1211,AVDA. CANILLEJAS A VICALVARO,4,Avda de Canillejas a Vicálvaro 179,28022,20
172,1211,AVDA. CANILLEJAS A VICALVARO,106,Avda de Canillejas a Vicálvaro 179,28022,20
172,1211,AVDA. CANILLEJAS A VICALVARO,159,Avda de Canillejas a Vicálvaro 179,28022,20
174,1207,ARCOS DE JALON-ALBERICIA,4,Calle de Arcos de Jalón SN,28037,20
175,1205,ARCOS DE JALON-AMPOSTA,4,Calle de las Destilerías 20,28037,20
177,1201,ARCOS DE JALON-P.DEL VALLE,4,Calle de Arcos de Jalón 3,28037,20
179,248,HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,4,Calle de los Hermanos García Noblejas 77,28037,20
179,248,HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,38,Calle de los Hermanos García Noblejas 77,28037,20
179,248,HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,48,Calle de los Hermanos García Noblejas 77,28037,20
179,248,HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,70,Calle de los Hermanos García Noblejas 77,28037,20
179,248,HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,N6,Calle de los Hermanos García Noblejas 77,28037,20
180,247,HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,4,Calle de los Hermanos García Noblejas 69,28037,20
180,247,HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,38,Calle de los Hermanos García Noblejas 69,28037,20
180,247,HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,48,Calle de los Hermanos García Noblejas 69,28037,20
180,247,HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,70,Calle de los Hermanos García Noblejas 69,28037,20
182,243,HERMANOS GARCÍA NOBLEJAS-JULIAN CAMARILLO,4,Calle de los Hermanos García Noblejas 35,28037,20
182,243,HERMANOS GARCÍA NOBLEJAS-JULIAN CAMARILLO,38,Calle de los Hermanos García Noblejas 35,28037,20
