codigo_estacion,codigo_parada,nombre_parada,linea,direccion_parada,cp_parada,distrito_parada
3061,2522,AV.PABLO NERUDA-MALGRAT MAR,54,Avda de Pablo Neruda 2,28038,13
3061,2522,AV.PABLO NERUDA-MALGRAT MAR,142,Avda de Pablo Neruda 2,28038,13
3061,2522,AV.PABLO NERUDA-MALGRAT MAR,144,Avda de Pablo Neruda 2,28038,13
3007,1748,CERRO DEL CASTAÑAR-MORALZARZAL,134,Calle del Cerro del Castañar 167,28034,8
3066,2530,ANDALUCES-SAN CLAUDIO,54,Calle de los Andaluces 9,28038,13
2948,1800,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,23,Ctra de Villaverde a Vallecas 33,28041,17
2948,1800,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,130,Ctra de Villaverde a Vallecas 33,28041,17
2953,3215,CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR,131,Ctra de Carabanchel a Villaverde 82,28021,17
2958,3213,RAFAELA YBARRA-UNIDAD,131,Avda de Rafaela Ybarra 109,28041,12
2960,3281,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,Avda de las Moreras SN,28040,9
2961,3283,ARQ.SANCHEZ ARCAS-MORERAS,132,Calle del Almirante Francisco Moreno 2,28040,9
2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,127,Calle de César Manrique SN,28035,8
2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,132,Calle de César Manrique SN,28035,8
2964,1514,CESAR MANRIQUE-JUAN SANCHEZ,N21,Calle de César Manrique SN,28035,8
2977,3284,ARQ.SANCHEZ ARCAS-MORERAS,132,Calle del Almirante Francisco Moreno 3,28040,9
2978,3282,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,Avda de las Moreras 5,28040,9
2979,3280,AV.MORERAS-RAMIRO DE MAEZTU,132,Avda de las Moreras SN,28040,9
2354,1445,J.JOSE MTNEZ.SECO-DIAMANTE,85,Calle de Juan José Martínez Seco 61,28021,17
2354,1445,J.JOSE MTNEZ.SECO-DIAMANTE,123,Calle de Juan José Martínez Seco 61,28021,17
2355,1443,J.JOSE MTNEZ.SECO-BENITA LOPEZ,85,Calle de Juan José Martínez Seco 7,28021,17
2355,1443,J.JOSE MTNEZ.SECO-BENITA LOPEZ,123,Calle de Juan José Martínez Seco 7,28021,17
2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,18,Calle de la Virgen de los Desamparados 4,28041,17
2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,86,Calle de la Virgen de los Desamparados 4,28041,17
2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,116,Calle de la Virgen de los Desamparados 4,28041,17
2357,1189,VIRGEN DE LOS DESAMPARADOS-TOTANES,N14,Calle de la Virgen de los Desamparados 4,28041,17
2359,1190,VIRGEN DE LOS DESAMPARADOS,18,Calle de la Virgen de los Desamparados 4,28041,17
2359,1190,VIRGEN DE LOS DESAMPARADOS,86,Calle de la Virgen de los Desamparados 4,28041,17
2359,1190,VIRGEN DE LOS DESAMPARADOS,116,Calle de la Virgen de los Desamparados 4,28041,17
2359,1190,VIRGEN DE LOS DESAMPARADOS,N14,Calle de la Virgen de los Desamparados 4,28041,17
2360,3434,ARROYO POZUELO-HINOJO,160,Calle de la Pasionaria 24,28023,9
2366,2878,EMILIO RUBIN-ARTURO SORIA,87,Calle de Emilio Rubín 2,28033,15
2367,2879,MONTEARAGON Nº 8,87,Calle de Montearagón 8,28033,16
2371,5208,Cº DE MONTORO-Cº VIEJO DE BURGOS,87,Cmno de Montoro 1,28050,16
2371,5208,Cº DE MONTORO-Cº VIEJO DE BURGOS,N2,Cmno de Montoro 1,28050,16
2374,2896,Cº DEL OLIVAR-GRAMA,87,Cmno del Olivar 8,28050,16
2378,2891,GREGORIO SANCHEZ HERRAEZ,87,Calle de Gregorio Sánchez Herráez 14,28033,16
2378,2891,GREGORIO SANCHEZ HERRAEZ,N2,Calle de Gregorio Sánchez Herráez 14,28033,16
2382,2737,AV.BUCARAMANGA-GTA.CHARALA,87,Gta de Charala SN,28033,16
2385,2882,GRAN VIA HORTALEZA-HARO,87,G.v. de Hortaleza 48,28043,16
2254,1721,ARROYOFRESNO-AV.C.HERRERA ORIA,82,Calle de Arroyofresno 29,28035,8
2255,1719,CANTALEJO-ARROYOFRESNO,82,Calle de Cantalejo 2,28035,8
2265,1700,AV.MIRAFLORES-CTRA.DEHESA VILLA,82,Avda de Miraflores 1,28035,9
2265,1700,AV.MIRAFLORES-CTRA.DEHESA VILLA,N20,Avda de Miraflores 1,28035,9
2266,1698,PARANINFO-CIEMAT,82,Avda  Complutense 11,28040,9
2266,1698,PARANINFO-CIEMAT,N20,Avda  Complutense 11,28040,9
821,847,FTE.CARRANTONA-ARROYO FONTARRON,20,Calle de la Fuente Carrantona 2,28030,14
821,847,FTE.CARRANTONA-ARROYO FONTARRON,142,Calle de la Fuente Carrantona 2,28030,14
821,847,FTE.CARRANTONA-ARROYO FONTARRON,144,Calle de la Fuente Carrantona 2,28030,14
826,852,PZA.DEL ENCUENTRO,20,Calle de la Hacienda de Pavones 3,28030,14
826,852,PZA.DEL ENCUENTRO,30,Calle de la Hacienda de Pavones 3,28030,14
826,852,PZA.DEL ENCUENTRO,N8,Calle de la Hacienda de Pavones 3,28030,14
828,831,AV.MORATALAZ Nº 21,20,Avda de Moratalaz 21,28030,14
830,827,Cº VINATEROS-M30,20,Calle del Camino de los Vinateros 3,28030,14
830,827,Cº VINATEROS-M30,30,Calle del Camino de los Vinateros 3,28030,14
830,827,Cº VINATEROS-M30,32,Calle del Camino de los Vinateros 3,28030,14
830,827,Cº VINATEROS-M30,N8,Calle del Camino de los Vinateros 3,28030,14
831,825,ESTRELLA POLAR-PEZ AUSTRAL,20,Calle de la Estrella Polar 13,28007,3
831,825,ESTRELLA POLAR-PEZ AUSTRAL,30,Calle de la Estrella Polar 13,28007,3
831,825,ESTRELLA POLAR-PEZ AUSTRAL,32,Calle de la Estrella Polar 13,28007,3
831,825,ESTRELLA POLAR-PEZ AUSTRAL,N8,Calle de la Estrella Polar 13,28007,3
833,821,AV.NAZARET-JESUS APRENDIZ,20,Avda de Nazaret 9,28009,3
836,815,MENENDEZ PELAYO-A.SAINZ BARANDA,20,Avda de Menéndez Pelayo 45,28009,3
836,815,MENENDEZ PELAYO-A.SAINZ BARANDA,152,Avda de Menéndez Pelayo 45,28009,3
840,1246,JUAN PEREZ ZUÑIGA Nº 19,21,Calle de Juan Pérez Zúñiga 19,28027,15
776,1147,ALEGRIA DE LA HUERTA-ANOETA,18,Calle de La Alegría de la Huerta 37,28041,17
776,1147,ALEGRIA DE LA HUERTA-ANOETA,86,Calle de La Alegría de la Huerta 37,28041,17
776,1147,ALEGRIA DE LA HUERTA-ANOETA,116,Calle de La Alegría de la Huerta 37,28041,17
776,1147,ALEGRIA DE LA HUERTA-ANOETA,N14,Calle de La Alegría de la Huerta 37,28041,17
711,550,Pº PONTONES-Pº IMPERIAL,17,Paseo de Pontones 10,28005,2
711,550,Pº PONTONES-Pº IMPERIAL,41,Paseo de Pontones 10,28005,2
711,550,Pº PONTONES-Pº IMPERIAL,N16,Paseo de Pontones 10,28005,2
713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,17,Paseo de la Ermita del Santo SN,28011,11
713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,25,Paseo de la Ermita del Santo SN,28011,11
713,554,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,N16,Paseo de la Ermita del Santo SN,28011,11
714,555,VIA CARPETANA-CARAMUEL,17,Calle  Vía Carpetana 43,28047,10
714,555,VIA CARPETANA-CARAMUEL,N16,Calle  Vía Carpetana 43,28047,10
719,566,VIA CARPETANA-PETIRROJO,17,Calle  Vía Carpetana SN,28047,10
1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,46,Avda de Juan de Herrera 6,28040,9
1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,160,Avda de Juan de Herrera 6,28040,9
1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,161,Avda de Juan de Herrera 6,28040,9
1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,N20,Avda de Juan de Herrera 6,28040,9
1551,2416,AV.JUAN HERRERA-MARTIN FIERRO,N28,Avda de Juan de Herrera 6,28040,9
723,570,"OCAÑA,69",17,Calle de Ocaña 69,28047,10
723,570,"OCAÑA,69",N26,Calle de Ocaña 69,28047,10
726,578,RAFAEL FINAT-AV.LAS ÁGUILAS,17,Calle de Rafael Finat 4,28044,10
726,578,RAFAEL FINAT-AV.LAS ÁGUILAS,138,Calle de Rafael Finat 4,28044,10
728,582,RAFAEL FINAT-JOSE DE CADALSO,17,Calle de Rafael Finat 67,28044,10
728,582,RAFAEL FINAT-JOSE DE CADALSO,138,Calle de Rafael Finat 67,28044,10
729,365,BLAS CABRERA-RAFAEL FINAT,17,Calle del General Romero Basart 85,28044,10
729,365,BLAS CABRERA-RAFAEL FINAT,34,Calle del General Romero Basart 85,28044,10
729,365,BLAS CABRERA-RAFAEL FINAT,139,Calle del General Romero Basart 85,28044,10
730,584,BLAS CABRERA-OLIVA DE PLASENCIA,17,Calle del General Romero Basart 57,28044,10
730,584,BLAS CABRERA-OLIVA DE PLASENCIA,139,Calle del General Romero Basart 57,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,17,Calle del General Romero Basart 83,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,34,Calle del General Romero Basart 83,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,39,Calle del General Romero Basart 83,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,138,Calle del General Romero Basart 83,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,139,Calle del General Romero Basart 83,28044,10
733,366,BLAS CABRERA-RAFAEL FINAT,N19,Calle del General Romero Basart 83,28044,10
734,583,RAFAEL FINAT-JOSE DE CADALSO,17,Calle de Rafael Finat 67,28044,10
734,583,RAFAEL FINAT-JOSE DE CADALSO,138,Calle de Rafael Finat 67,28044,10
3402,3192,GONZALEZ FEITO-CAL,23,Calle de González Feíto SN,28041,12
3402,3192,GONZALEZ FEITO-CAL,123,Calle de González Feíto SN,28041,12
3409,1563,VENTISQUERO CONDESA-C.MINGUETE,64,Avda del Ventisquero de la Condesa 14,28034,8
3410,1639,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,67,Calle de Santiago de Compostela 22,28034,8
3410,1639,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,N22,Calle de Santiago de Compostela 22,28034,8
3414,1730,ALEJANDRO CASONA-DR.REINOSA,82,Calle de Alejandro Casona 10,28035,8
3734,4700,PTO.PORZUNA-FUENTIDUEÑA,103,Calle del Puerto del Porzuna 29,28031,18
3734,4700,PTO.PORZUNA-FUENTIDUEÑA,142,Calle del Puerto del Porzuna 29,28031,18
3735,4701,PTO.PORZUNA-CONGOSTO,103,Calle del Puerto de Porzuna 1,28031,18
3735,4701,PTO.PORZUNA-CONGOSTO,142,Calle del Puerto de Porzuna 1,28031,18
3737,4515,ALCALA-AV.25 DE SEPTIEMBRE,105,Calle de Alcalá 537,28027,20
3740,4717,DR.ESQUERDO-PZA.CONDE CASAL,56,Calle del Doctor Esquerdo 177,28007,3
3740,4717,DR.ESQUERDO-PZA.CONDE CASAL,156,Calle del Doctor Esquerdo 177,28007,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,30,Calle del Doctor Esquerdo SN,28009,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,56,Calle del Doctor Esquerdo SN,28009,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,143,Calle del Doctor Esquerdo SN,28009,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,156,Calle del Doctor Esquerdo SN,28009,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,N8,Calle del Doctor Esquerdo SN,28009,3
3741,4712,DR.ESQUERDO-SAINZ DE BARANDA,NC1,Calle del Doctor Esquerdo SN,28009,3
3743,4486,CEMENTERIO DE FUENCARRAL,SE704,Avda de Montecarmelo 10,28049,8
3747,4721,LOPEZ DE HOYOS-PADRE CLARET,9,Calle de López de Hoyos 218,28002,5
3747,4721,LOPEZ DE HOYOS-PADRE CLARET,72,Calle de López de Hoyos 218,28002,5
3747,4721,LOPEZ DE HOYOS-PADRE CLARET,73,Calle de López de Hoyos 218,28002,5
3747,4721,LOPEZ DE HOYOS-PADRE CLARET,N2,Calle de López de Hoyos 218,28002,5
3748,4749,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,Paseo de la Ermita del Santo 80,28019,11
3753,4748,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,Paseo de la Ermita del Santo 80,28019,11
3756,4731,VALLE ENMEDIO-GTA.P.CORRALILLOS,49,Calle del Valle de Enmedio 15,28035,8
3760,4737,VENTISQUERO CONDESA-VALLE DE ENMEDIO,49,Avda del Ventisquero de la Condesa 24,28035,8
3763,4789,GOLONDRINA-VELETA,160,Calle de la Golondrina 11,28023,9
3763,4789,GOLONDRINA-VELETA,161,Calle de la Golondrina 11,28023,9
3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,160,Ctra de Húmera 75,28023,9
3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,161,Ctra de Húmera 75,28023,9
3766,4794,CTRA.HUMERA A ARAVACA-RIAZA,N28,Ctra de Húmera 75,28023,9
3779,4877,GUECHO-PARADORES,162,Calle de Guecho 55,28023,9
3785,4866,AV.ROSALES-CORINDON,23,Avda de Los Rosales 21,28041,12
3785,4866,AV.ROSALES-CORINDON,N12,Avda de Los Rosales 21,28041,12
3788,4897,AYACUCHO-NEVADO RUIZ,104,Calle de Ayacucho SN,28033,16
3788,4897,AYACUCHO-NEVADO RUIZ,171,Calle de Ayacucho SN,28033,16
3788,4897,AYACUCHO-NEVADO RUIZ,T11,Calle de Ayacucho SN,28033,16
3789,4757,DR.GARCIA TAPIA-LAPONIA,30,Avda del Doctor García Tapia 226,28030,14
3789,4757,DR.GARCIA TAPIA-LAPONIA,100,Avda del Doctor García Tapia 226,28030,14
3789,4757,DR.GARCIA TAPIA-LAPONIA,N8,Avda del Doctor García Tapia 226,28030,14
3791,5384,LAPONIA-MUNICH,30,Calle de Laponia 5,28030,14
3795,4810,MERCAMADRID-MERCADO PESCADO,T32,Calle  Eje 3-1A 3,28053,18
3796,4807,MERCAMADRID-NAVES AUXILIARES,130,Calle  Eje 1-10 SN,28053,18
3796,4807,MERCAMADRID-NAVES AUXILIARES,T32,Calle  Eje 1-10 SN,28053,18
3797,4630,CENTRO DE TRANSPORTES DE MADRID,130,Calle  Eje 7 SN,28053,18
3797,4630,CENTRO DE TRANSPORTES DE MADRID,T32,Calle  Eje 7 SN,28053,18
5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,170,Avda del Camino de Santiago 4,28050,8
5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172,Avda del Camino de Santiago 4,28050,8
5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,172SF,Avda del Camino de Santiago 4,28050,8
5482,3766,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,T61,Avda del Camino de Santiago 4,28050,8
1974,1610,PEDRO RICO-ARZOBISPO MORCILLO,67,Calle de Pedro Rico 12,28029,8
1846,2590,CARRERA SAN FRANCISCO-SAN I.LABRADOR,60,Car de San Francisco 11,28005,1
1849,2600,DIEGO DE LEON-SERRANO,61,Calle de Diego de León 3,28006,4
1850,2602,GRAL.ORAA-Pº CASTELLANA,61,Calle del General Oraa SN,28006,4
1851,2601,HERMANOS BECQUER-SERRANO,61,Calle de los Hermanos Bécquer 1,28006,4
1855,2585,AV.PABLO NERUDA-AV.PALOMERAS,57,Avda de Pablo Neruda 80,28018,13
1861,1693,PARANINFO-MATEMATICAS,82,Avda a Complutense SN,28040,9
1861,1693,PARANINFO-MATEMATICAS,F,Avda a Complutense SN,28040,9
1861,1693,PARANINFO-MATEMATICAS,G,Avda a Complutense SN,28040,9
1861,1693,PARANINFO-MATEMATICAS,N20,Avda a Complutense SN,28040,9
1861,1693,PARANINFO-MATEMATICAS,U,Avda a Complutense SN,28040,9
1862,4285,PARANINFO-TELECOMUNICACIONES,82,Avda a Complutense 30,28040,9
1862,4285,PARANINFO-TELECOMUNICACIONES,F,Avda a Complutense 30,28040,9
1862,4285,PARANINFO-TELECOMUNICACIONES,G,Avda a Complutense 30,28040,9
1862,4285,PARANINFO-TELECOMUNICACIONES,N20,Avda a Complutense 30,28040,9
1862,4285,PARANINFO-TELECOMUNICACIONES,U,Avda a Complutense 30,28040,9
1863,1696,PARANINFO-DERECHO,82,Avda a Complutense 9,28040,9
1863,1696,PARANINFO-DERECHO,F,Avda a Complutense 9,28040,9
1863,1696,PARANINFO-DERECHO,G,Avda a Complutense 9,28040,9
1863,1696,PARANINFO-DERECHO,N20,Avda a Complutense 9,28040,9
1863,1696,PARANINFO-DERECHO,U,Avda a Complutense 9,28040,9
1870,4514,ISAAC PERAL-PZA.CRISTO REY,1,Calle de Isaac Peral 40,28015,9
1870,4514,ISAAC PERAL-PZA.CRISTO REY,44,Calle de Isaac Peral 40,28015,9
1870,4514,ISAAC PERAL-PZA.CRISTO REY,82,Calle de Isaac Peral 40,28015,9
1870,4514,ISAAC PERAL-PZA.CRISTO REY,132,Calle de Isaac Peral 40,28015,9
1870,4514,ISAAC PERAL-PZA.CRISTO REY,C2,Calle de Isaac Peral 40,28015,9
1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,63,Avda del Mediterráneo 50,28007,3
1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,143,Avda del Mediterráneo 50,28007,3
1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,145,Avda del Mediterráneo 50,28007,3
1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,E,Avda del Mediterráneo 50,28007,3
1871,2603,AV.MEDITERRANEO-PZA.CONDE CASAL,N9,Avda del Mediterráneo 50,28007,3
1872,2605,EL BOSCO-MARUJA GARCIA ROMERO,63,Calle de El Bosco 14,28038,13
1872,2605,EL BOSCO-MARUJA GARCIA ROMERO,143,Calle de El Bosco 14,28038,13
1873,2606,EL BOSCO-RAMON PEREZ AYALA,63,Calle de El Bosco 14,28038,13
1873,2606,EL BOSCO-RAMON PEREZ AYALA,143,Calle de El Bosco 14,28038,13
1873,2606,EL BOSCO-RAMON PEREZ AYALA,N9,Calle de El Bosco 14,28038,13
1874,2607,EL BOSCO-RAMON PEREZ AYALA,63,Calle de El Bosco 20,28038,13
1874,2607,EL BOSCO-RAMON PEREZ AYALA,143,Calle de El Bosco 20,28038,13
1874,2607,EL BOSCO-RAMON PEREZ AYALA,N9,Calle de El Bosco 20,28038,13
1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,63,Avda del Mediterráneo 5700,28038,13
1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,145,Avda del Mediterráneo 5700,28038,13
1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,E,Avda del Mediterráneo 5700,28038,13
1876,3353,AV.MEDITERRANEO-AV.PABLO NERUDA,N9,Avda del Mediterráneo 5700,28038,13
1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,63,Avda del Mediterráneo SN,28031,13
1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,145,Avda del Mediterráneo SN,28031,13
1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,E,Avda del Mediterráneo SN,28031,13
1877,2612,AV.MEDITERRANEO-AV.DEMOCRACIA,N9,Avda del Mediterráneo SN,28031,13
1879,2621,CASTRILLO AZA-AV.STA.EUGENIA,63,Calle de Castrillo de Aza SN,28031,18
1879,2621,CASTRILLO AZA-AV.STA.EUGENIA,N9,Calle de Castrillo de Aza SN,28031,18
1881,2617,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,63,Avda de Santa Eugenia 58,28031,18
1881,2617,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,145,Avda de Santa Eugenia 58,28031,18
1881,2617,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,N9,Avda de Santa Eugenia 58,28031,18
1884,2614,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,63,Avda de Santa Eugenia SN,28031,18
1884,2614,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,145,Avda de Santa Eugenia SN,28031,18
1884,2614,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,N9,Avda de Santa Eugenia SN,28031,18
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,1,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,44,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,62,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,82,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,132,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,138,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,C1,Calle de Isaac Peral 8,28015,7
1499,4021,ISAAC PERAL-FERNANDEZ DE LOS RIOS,N21,Calle de Isaac Peral 8,28015,7
1501,2394,GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,44,Calle del General Ibáñez de Ibero 1,28003,7
1501,2394,GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,N21,Calle del General Ibáñez de Ibero 1,28003,7
1502,1666,DR.FEDERICO RUBIO-ALMANSA,44,Avda del Doctor Federico Rubio y Galí 16,28039,6
1502,1666,DR.FEDERICO RUBIO-ALMANSA,127,Avda del Doctor Federico Rubio y Galí 16,28039,6
1502,1666,DR.FEDERICO RUBIO-ALMANSA,N21,Avda del Doctor Federico Rubio y Galí 16,28039,6
1503,1668,DR.FEDERICO RUBIO-ABEL,44,Avda del Doctor Federico Rubio y Galí 32,28039,6
1503,1668,DR.FEDERICO RUBIO-ABEL,127,Avda del Doctor Federico Rubio y Galí 32,28039,6
1506,2398,DR.FEDERICO RUBIO-FCO.DE DIEGO,44,Avda del Doctor Federico Rubio y Galí 100,28040,9
1508,1676,OFELIA NIETO-FRANCOS RODRIGUEZ,44,Calle de Ofelia Nieto 4,28039,6
1508,1676,OFELIA NIETO-FRANCOS RODRIGUEZ,128,Calle de Ofelia Nieto 4,28039,6
1510,2402,OFELIA NIETO-Pº DIRECCION,44,Paseo de la Dirección SN,28039,6
1512,2403,OFELIA NIETO-Pº DIRECCION,44,Paseo de la Dirección SN,28039,6
1514,1677,OFELIA NIETO-FRANCOS RODRIGUEZ,44,Calle de Ofelia Nieto 5,28039,9
1514,1677,OFELIA NIETO-FRANCOS RODRIGUEZ,128,Calle de Ofelia Nieto 5,28039,9
1516,2399,DR.FEDERICO RUBIO-FCO.DIEGO,44,Avda del Doctor Federico Rubio y Galí 67,28040,9
1517,2397,DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,44,Avda del Doctor Federico Rubio y Galí 82,28040,9
1518,1671,DR.FEDERICO RUBIO-JERONIMA LLORENTE,44,Avda del Doctor Federico Rubio y Galí 45,28039,6
1518,1671,DR.FEDERICO RUBIO-JERONIMA LLORENTE,127,Avda del Doctor Federico Rubio y Galí 45,28039,6
1518,1671,DR.FEDERICO RUBIO-JERONIMA LLORENTE,N21,Avda del Doctor Federico Rubio y Galí 45,28039,6
1519,1669,DR.FEDERICO RUBIO-ABEL,44,Avda del Doctor Federico Rubio y Galí 21,28039,6
1519,1669,DR.FEDERICO RUBIO-ABEL,127,Avda del Doctor Federico Rubio y Galí 21,28039,6
1522,2393,SAN FCO.DE SALES-GUZMAN EL BUENO,44,Paseo de San Francisco de Sales 33,28003,7
1522,2393,SAN FCO.DE SALES-GUZMAN EL BUENO,N21,Paseo de San Francisco de Sales 33,28003,7
1527,2101,LAGO CALAFATE,310,Calle del Lago Calafate 18,28018,13
1530,1415,AV.REINA VICTORIA-GRAL.I.IBERO,45,Avda de la Reina Victoria 39,28003,7
1530,1415,AV.REINA VICTORIA-GRAL.I.IBERO,C1,Avda de la Reina Victoria 39,28003,7
1530,1415,AV.REINA VICTORIA-GRAL.I.IBERO,F,Avda de la Reina Victoria 39,28003,7
1530,1415,AV.REINA VICTORIA-GRAL.I.IBERO,NC1,Avda de la Reina Victoria 39,28003,7
5430,5215,"CALLE DE MIRABEL, 3",N19,Calle de Mirabel 4,28044,10
3534,3119,MARQUESADO STA.MARTA-FERNANDO MIJARES,114,Calle del Marquesado de Santa Marta 12,28027,20
3534,3119,MARQUESADO STA.MARTA-FERNANDO MIJARES,N4,Calle del Marquesado de Santa Marta 12,28027,20
3539,4675,STA.ENGRACIA-CARACAS,3,Calle de Santa Engracia 20,28010,7
3543,3409,AV.NIZA-LAS MUSAS,38,Avda de Niza 59,28022,20
3543,3409,AV.NIZA-LAS MUSAS,E2,Avda de Niza 59,28022,20
3545,1327,DR.GARCIA TAPIA-FTE.CARRANTONA,30,Avda del Doctor García Tapia 155,28030,14
3545,1327,DR.GARCIA TAPIA-FTE.CARRANTONA,N8,Avda del Doctor García Tapia 155,28030,14
3558,1501,AV.BETANZOS-CHANTADA,42,Avda de Betanzos 18,28029,8
3560,1826,INDALECIO PRIETO-LOS PINILLAS,8,Bulv de Indalecio Prieto 27,28032,19
3560,1826,INDALECIO PRIETO-LOS PINILLAS,71,Bulv de Indalecio Prieto 27,28032,19
3560,1826,INDALECIO PRIETO-LOS PINILLAS,130,Bulv de Indalecio Prieto 27,28032,19
3560,1826,INDALECIO PRIETO-LOS PINILLAS,N8,Bulv de Indalecio Prieto 27,28032,19
3561,1828,INDALECIO PRIETO-JUGLARES,8,Bulv de Indalecio Prieto 13,28032,19
3561,1828,INDALECIO PRIETO-JUGLARES,71,Bulv de Indalecio Prieto 13,28032,19
3561,1828,INDALECIO PRIETO-JUGLARES,130,Bulv de Indalecio Prieto 13,28032,19
3561,1828,INDALECIO PRIETO-JUGLARES,N8,Bulv de Indalecio Prieto 13,28032,19
3565,832,PZA.CORR.ALONSO AGUILAR,20,Avda de Moratalaz 40,28030,14
3566,4361,JUAN ESPLANDIU Nº 9,215,Calle de Juan Esplandiu 18,28007,3
3568,4365,JUAN ESPLANDIU Nº 4,215,Calle de Juan Esplandiu 4,28007,3
3501,5211,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,22,Paseo de Alberto Palacios 84,28021,17
3501,5211,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,N14,Paseo de Alberto Palacios 84,28021,17
3573,3528,GASCUEÑA Nº35,77,Calle de Gascueña 33,28022,20
3573,3528,GASCUEÑA Nº35,167,Calle de Gascueña 33,28022,20
3575,4973,DR.GARCIA TAPIA-M40,100,Avda del Doctor García Tapia 232,28030,14
3429,1518,JOAQUIN LORENZO-ISLA MALAITA,42,Calle de Joaquín Lorenzo 2,28035,8
3431,1659,ISLA MALAITA-JOAQUIN LORENZO,137,Calle de la Isla Malaita 2,28035,8
3432,1661,ISLA MALAITA-CESAR MANRIQUE,137,Calle de la Isla Malaita 10,28035,8
3439,3238,SAN GERMAN-ORENSE,126,Calle del General Yagüe 26,28020,6
1434,2647,BRAVO MURILLO-LOPE DE HARO,66,Calle de Bravo Murillo 204,28020,6
1434,2647,BRAVO MURILLO-LOPE DE HARO,124,Calle de Bravo Murillo 204,28020,6
